food_category,hours_since_cooked,storage_temp_c,humidity_pct,freshness_score
fried_items,8.1,26.9,33.6,0.0
baked_goods,7.05,32.5,54.3,0.027
rice_curry,5.3,23.8,79.2,0.0
rice_curry,3.74,27.3,67.0,0.011
rice_curry,6.68,15.3,61.1,0.048
rice_curry,8.13,25.5,51.2,0.008
dry_snacks,8.81,23.6,34.5,0.024
dry_snacks,5.47,31.4,89.5,0.0
raw_salads,8.2,20.8,40.5,0.057
dry_snacks,5.11,22.6,45.3,0.369
raw_salads,4.75,30.4,44.2,0.021
dry_snacks,8.65,23.4,84.5,0.0
baked_goods,3.86,17.3,75.8,0.478
rice_curry,3.96,39.3,57.4,0.0
fried_items,3.05,17.5,87.3,0.401
rice_curry,5.19,23.6,33.2,0.0
dairy_based,5.45,26.1,83.6,0.0
dairy_based,6.6,25.6,33.6,0.012
fried_items,4.31,22.9,53.5,0.028
dairy_based,2.18,22.9,33.2,0.0
fried_items,8.67,22.6,89.9,0.0
baked_goods,3.46,17.3,84.9,0.554
dairy_based,9.23,36.9,65.1,0.0
dairy_based,2.07,22.7,43.1,0.0
dry_snacks,5.6,27.6,46.6,0.073
dairy_based,5.37,22.0,57.0,0.0
dry_snacks,8.29,21.9,49.4,0.0
rice_curry,1.39,21.3,31.3,0.471
raw_salads,9.1,14.7,69.4,0.028
dry_snacks,5.31,23.0,66.8,0.235
dairy_based,5.86,21.6,84.3,0.011
raw_salads,5.1,31.0,58.6,0.0
raw_salads,0.36,16.8,50.7,0.864
dry_snacks,4.97,20.5,60.7,0.455
dry_snacks,2.64,18.6,41.7,0.796
dairy_based,3.43,32.7,67.5,0.0
fried_items,6.49,18.8,76.2,0.0
raw_salads,4.98,27.4,39.2,0.0
rice_curry,0.93,29.8,49.1,0.387
dry_snacks,0.73,23.1,82.1,0.887
rice_curry,1.86,15.7,60.3,0.394
raw_salads,1.91,15.8,61.9,0.235
dry_snacks,6.08,29.2,73.3,0.0
dairy_based,1.78,16.4,64.7,0.096
dry_snacks,8.82,26.4,34.2,0.018
dry_snacks,2.1,24.7,78.2,0.654
raw_salads,0.91,26.3,85.4,0.402
dry_snacks,8.76,26.8,33.2,0.001
rice_curry,2.95,18.4,37.3,0.009
raw_salads,4.25,18.1,72.1,0.024
fried_items,9.59,28.3,66.3,0.0
dry_snacks,9.44,20.2,53.0,0.014
dairy_based,7.15,7.5,62.4,0.035
raw_salads,0.69,27.9,72.2,0.549
dairy_based,5.93,17.8,60.3,0.068
fried_items,9.89,26.8,38.4,0.002
fried_items,9.47,32.4,35.4,0.014
fried_items,1.06,24.1,56.3,0.726
rice_curry,3.96,30.0,85.4,0.013
raw_salads,3.16,24.9,63.5,0.006
raw_salads,1.3,33.5,51.5,0.028
dry_snacks,6.95,17.6,84.5,0.294
baked_goods,2.74,24.0,53.3,0.538
baked_goods,3.45,28.0,60.5,0.194
baked_goods,0.9,22.9,37.0,0.845
dairy_based,4.98,30.9,74.2,0.0
dairy_based,1.58,21.4,72.0,0.05
raw_salads,4.32,36.4,77.7,0.0
dry_snacks,1.43,36.7,49.5,0.604
baked_goods,9.54,25.7,56.2,0.0
raw_salads,1.45,27.3,40.1,0.003
baked_goods,5.22,31.2,87.9,0.0
dairy_based,1.97,16.9,35.2,0.021
fried_items,0.76,16.1,68.9,0.831
dry_snacks,2.02,31.5,72.3,0.524
raw_salads,0.55,25.6,39.5,0.684
dairy_based,1.39,22.6,51.9,0.116
dry_snacks,4.93,24.1,32.6,0.293
baked_goods,6.52,9.7,63.4,0.176
fried_items,0.87,22.9,89.7,0.724
fried_items,4.41,19.5,55.8,0.102
dry_snacks,5.81,29.5,89.4,0.0
baked_goods,2.34,30.0,37.6,0.407
fried_items,3.72,27.5,53.5,0.02
baked_goods,0.72,26.4,84.1,0.841
baked_goods,2.2,15.0,82.6,0.749
rice_curry,4.67,27.5,49.4,0.036
rice_curry,9.9,27.8,70.7,0.048
raw_salads,9.96,31.5,83.2,0.0
fried_items,9.8,36.7,76.0,0.0
dairy_based,4.23,13.8,67.7,0.0
rice_curry,0.81,21.7,39.2,0.711
fried_items,3.24,19.5,34.4,0.333
baked_goods,2.38,25.0,66.9,0.502
dry_snacks,0.14,24.1,60.0,1.0
fried_items,0.95,22.6,44.3,0.723
raw_salads,4.53,30.2,47.6,0.013
rice_curry,3.4,17.4,53.5,0.0
rice_curry,1.8,17.8,59.7,0.433
raw_salads,7.16,17.9,53.4,0.038
dry_snacks,3.57,21.8,53.2,0.593
dairy_based,8.52,16.6,36.9,0.037
dairy_based,2.41,23.7,81.9,0.0
baked_goods,5.38,23.0,66.5,0.185
dry_snacks,1.84,19.3,38.8,0.838
dairy_based,4.95,29.2,55.4,0.0
dry_snacks,1.52,23.6,55.0,0.794
baked_goods,1.62,30.4,66.0,0.578
fried_items,6.12,22.8,66.5,0.0
dairy_based,2.64,23.9,68.7,0.0
dairy_based,1.72,20.6,71.9,0.084
dry_snacks,9.3,24.0,36.2,0.0
raw_salads,0.43,28.3,48.3,0.61
fried_items,5.65,21.5,31.0,0.0
rice_curry,5.48,27.1,57.3,0.0
dairy_based,2.51,19.1,55.8,0.0
baked_goods,4.53,28.6,74.1,0.0
baked_goods,0.88,20.5,40.0,0.859
dairy_based,7.21,29.1,67.9,0.0
rice_curry,2.22,24.4,48.4,0.0
fried_items,1.93,33.1,52.9,0.117
fried_items,3.15,17.1,73.2,0.399
fried_items,9.02,15.1,34.3,0.015
dry_snacks,7.96,20.3,50.6,0.21
dairy_based,9.47,15.7,53.5,0.033
fried_items,6.52,15.7,72.9,0.0
raw_salads,6.63,27.7,42.0,0.013
fried_items,4.8,24.0,86.8,0.003
dairy_based,9.05,21.1,89.9,0.0
fried_items,5.11,21.7,79.1,0.0
rice_curry,3.55,20.4,48.0,0.016
dry_snacks,6.4,33.9,69.8,0.0
baked_goods,5.46,19.6,35.0,0.285
raw_salads,1.24,16.1,82.3,0.462
raw_salads,3.93,28.8,61.0,0.013
fried_items,3.13,22.7,40.6,0.21
dry_snacks,8.47,36.2,49.6,0.031
raw_salads,3.79,20.8,78.0,0.0
dairy_based,8.22,29.1,82.2,0.0
rice_curry,4.42,30.5,61.2,0.015
raw_salads,7.54,20.9,58.8,0.0
baked_goods,1.35,19.5,75.0,0.798
baked_goods,9.25,28.4,79.6,0.0
rice_curry,4.81,27.4,75.9,0.0
raw_salads,2.6,15.5,53.1,0.046
dairy_based,2.41,17.2,68.5,0.0
fried_items,2.65,8.8,81.4,0.479
baked_goods,3.67,27.6,39.1,0.193
fried_items,7.18,22.4,53.3,0.0
rice_curry,9.5,23.0,33.4,0.0
rice_curry,6.69,13.9,54.5,0.0
dairy_based,5.47,17.4,76.3,0.0
raw_salads,4.49,21.1,41.8,0.013
baked_goods,8.28,20.0,62.5,0.053
dairy_based,8.5,24.7,32.2,0.0
baked_goods,2.93,27.5,83.9,0.321
baked_goods,9.53,37.6,79.2,0.0
dairy_based,3.95,23.9,61.5,0.0
dairy_based,8.0,30.7,72.3,0.0
raw_salads,9.67,19.0,36.2,0.0
fried_items,7.04,14.0,80.7,0.0
dry_snacks,1.62,21.9,72.9,0.796
baked_goods,5.86,14.4,37.2,0.231
fried_items,1.19,24.1,88.8,0.637
fried_items,7.89,19.3,31.4,0.038
baked_goods,2.81,12.3,67.7,0.655
raw_salads,6.95,34.4,40.3,0.005
rice_curry,9.1,20.8,73.2,0.0
dairy_based,1.81,14.2,34.2,0.097
rice_curry,3.93,29.4,34.9,0.017
fried_items,6.47,19.6,58.0,0.014
dairy_based,4.2,30.5,89.6,0.0
dairy_based,1.75,19.6,46.6,0.132
baked_goods,0.29,20.8,66.8,0.915
dairy_based,4.07,26.1,61.1,0.0
dairy_based,6.49,27.6,80.5,0.001
dairy_based,5.74,28.6,47.3,0.025
rice_curry,1.56,23.5,63.3,0.298
dry_snacks,4.51,27.2,87.0,0.243
baked_goods,3.69,28.5,50.0,0.162
dry_snacks,2.74,25.2,56.4,0.576
rice_curry,7.29,23.1,83.3,0.0
baked_goods,3.1,15.3,49.9,0.656
dry_snacks,5.4,27.6,52.8,0.073
fried_items,9.23,24.3,48.2,0.054
baked_goods,5.39,21.5,78.6,0.27
fried_items,6.17,31.7,85.8,0.0
rice_curry,0.73,15.4,67.9,0.709
dry_snacks,1.78,33.9,67.4,0.482
raw_salads,1.01,23.9,53.4,0.468
rice_curry,7.65,25.9,30.7,0.02
baked_goods,8.36,21.6,40.4,0.003
rice_curry,1.86,14.0,38.8,0.342
dry_snacks,2.19,23.2,37.0,0.709
baked_goods,3.23,26.0,69.2,0.35
raw_salads,5.91,28.1,38.2,0.023
raw_salads,6.22,22.8,35.1,0.008
baked_goods,6.87,10.8,53.0,0.161
rice_curry,9.05,14.8,44.9,0.0
raw_salads,2.95,36.3,38.8,0.035
baked_goods,6.59,17.4,38.8,0.196
rice_curry,5.6,32.6,45.4,0.0
dry_snacks,3.06,18.4,62.2,0.734
raw_salads,9.07,22.9,75.5,0.021
rice_curry,0.95,27.8,81.2,0.428
baked_goods,7.12,19.1,75.1,0.103
dry_snacks,7.28,33.6,67.7,0.042
rice_curry,9.15,24.5,84.5,0.0
rice_curry,5.19,26.8,61.2,0.036
rice_curry,3.22,22.4,68.0,0.0
baked_goods,8.28,28.0,54.7,0.033
raw_salads,7.71,33.5,49.6,0.004
raw_salads,5.0,23.2,49.9,0.0
baked_goods,7.68,34.4,38.9,0.0
rice_curry,2.68,20.3,77.8,0.09
raw_salads,5.9,28.6,33.3,0.0
fried_items,8.65,26.9,70.5,0.0
fried_items,3.18,17.6,81.9,0.323
baked_goods,4.84,25.3,59.8,0.096
baked_goods,9.51,24.0,34.2,0.053
raw_salads,7.98,18.9,55.7,0.0
fried_items,8.87,26.1,50.6,0.084
fried_items,3.85,24.9,89.1,0.0
baked_goods,9.97,23.6,71.5,0.006
rice_curry,1.53,23.6,73.3,0.283
rice_curry,5.19,23.5,60.9,0.0
fried_items,4.79,21.8,72.6,0.0
dry_snacks,7.98,24.8,73.4,0.0
rice_curry,9.09,20.1,34.0,0.0
baked_goods,7.31,39.9,43.4,0.036
raw_salads,6.27,15.5,30.8,0.0
fried_items,4.27,20.5,60.6,0.116
dairy_based,5.1,21.0,82.5,0.0
dairy_based,5.09,36.2,66.6,0.0
baked_goods,0.2,16.1,60.0,1.0
fried_items,5.03,26.6,85.6,0.0
dry_snacks,8.56,25.5,40.3,0.0
fried_items,7.09,26.0,34.5,0.0
dairy_based,7.96,31.4,85.0,0.0
baked_goods,3.9,31.3,84.2,0.0
raw_salads,5.29,21.3,71.0,0.0
raw_salads,0.33,25.2,44.8,0.804
fried_items,3.83,12.8,88.2,0.202
dairy_based,4.74,24.6,75.9,0.0
dairy_based,2.55,19.2,70.4,0.009
rice_curry,0.31,22.9,43.4,0.863
raw_salads,6.9,13.9,60.8,0.0
raw_salads,4.35,26.4,79.4,0.025
raw_salads,4.16,13.8,81.6,0.0
rice_curry,2.5,24.9,63.7,0.029
rice_curry,5.38,16.6,61.4,0.035
raw_salads,4.38,18.9,71.9,0.027
fried_items,4.74,30.9,61.7,0.019
baked_goods,5.81,27.5,55.1,0.0
dairy_based,0.06,30.9,35.1,0.932
dairy_based,9.08,33.4,37.6,0.0
fried_items,0.71,19.4,75.6,0.777
baked_goods,4.51,33.0,31.5,0.022
dairy_based,2.07,15.2,33.1,0.007
baked_goods,5.24,28.5,84.3,0.0
rice_curry,2.8,21.0,72.2,0.0
dairy_based,8.6,18.4,30.3,0.02
raw_salads,3.96,27.7,48.7,0.0
raw_salads,6.39,29.7,75.8,0.0
raw_salads,2.49,29.5,55.1,0.0
rice_curry,0.19,25.3,58.1,0.897
raw_salads,4.04,24.8,57.5,0.0
raw_salads,5.36,27.2,42.1,0.0
raw_salads,4.6,25.8,73.3,0.0
dry_snacks,9.62,27.2,36.2,0.0
baked_goods,7.07,25.2,60.4,0.0
raw_salads,9.96,29.1,40.2,0.076
baked_goods,2.95,14.2,32.8,0.63
rice_curry,7.89,23.2,38.6,0.0
baked_goods,5.56,15.7,82.2,0.263
dry_snacks,6.12,25.7,40.6,0.037
dairy_based,9.86,33.9,46.7,0.0
fried_items,6.54,21.2,38.3,0.039
dairy_based,8.99,24.8,74.1,0.0
baked_goods,7.26,28.5,56.7,0.056
rice_curry,1.27,11.6,86.6,0.536
fried_items,6.99,20.9,69.9,0.003
fried_items,4.84,26.2,61.9,0.029
fried_items,9.19,6.6,69.4,0.291
rice_curry,8.07,18.1,32.4,0.039
rice_curry,1.04,30.6,87.0,0.25
rice_curry,1.34,30.0,87.4,0.079
dairy_based,0.7,26.2,46.6,0.36
fried_items,4.93,29.3,67.7,0.0
dairy_based,0.81,25.3,42.1,0.415
dairy_based,7.24,27.3,62.8,0.024
rice_curry,5.52,22.1,76.2,0.0
rice_curry,8.36,24.7,86.4,0.025
fried_items,2.8,20.2,50.4,0.417
baked_goods,5.19,31.6,71.6,0.0
rice_curry,1.17,33.1,73.0,0.067
raw_salads,8.85,32.3,43.3,0.0
fried_items,1.75,21.6,67.7,0.607
rice_curry,1.02,18.3,69.3,0.658
dairy_based,2.05,31.7,75.8,0.002
dry_snacks,8.06,27.3,90.0,0.0
dry_snacks,1.06,26.0,32.4,0.829
dairy_based,6.14,20.2,42.1,0.0
dairy_based,7.46,26.6,38.7,0.011
baked_goods,7.51,17.5,39.3,0.064
dry_snacks,1.9,27.8,57.3,0.629
raw_salads,0.62,32.3,82.7,0.425
rice_curry,4.49,33.8,56.9,0.0
dry_snacks,2.02,28.3,70.1,0.673
baked_goods,6.99,15.7,52.6,0.094
baked_goods,3.57,25.2,49.2,0.333
fried_items,4.49,36.8,80.1,0.0
dry_snacks,1.13,18.8,69.3,0.86
dry_snacks,5.68,23.6,51.1,0.234
dairy_based,1.86,32.5,84.8,0.0
dairy_based,6.79,27.7,59.9,0.0
raw_salads,0.71,38.9,41.3,0.188
rice_curry,9.76,19.6,59.0,0.0
rice_curry,6.85,18.1,70.5,0.016
raw_salads,1.82,31.3,52.0,0.0
dry_snacks,0.14,16.8,80.6,0.962
dry_snacks,3.34,22.8,62.0,0.58
dairy_based,1.53,23.6,58.1,0.007
dairy_based,2.18,30.2,81.5,0.0
fried_items,8.73,27.7,57.8,0.01
raw_salads,6.03,26.7,54.9,0.014
raw_salads,1.76,21.6,36.2,0.173
rice_curry,5.57,31.3,51.7,0.0
raw_salads,2.56,40.0,53.8,0.0
fried_items,9.76,28.1,40.8,0.0
dry_snacks,0.33,24.6,65.3,1.0
raw_salads,7.32,16.2,38.6,0.0
dry_snacks,7.73,20.2,43.4,0.249
fried_items,0.67,22.7,63.7,0.801
baked_goods,1.72,20.8,46.1,0.804
rice_curry,3.84,23.9,68.4,0.0
rice_curry,8.68,34.7,71.4,0.0
dairy_based,5.37,31.5,48.1,0.044
raw_salads,6.55,23.0,35.2,0.021
rice_curry,7.83,16.8,59.4,0.0
fried_items,8.28,32.0,35.6,0.0
dairy_based,4.76,23.7,60.9,0.0
dry_snacks,5.09,13.6,73.6,0.519
baked_goods,7.18,28.3,67.2,0.0
baked_goods,2.63,30.2,56.9,0.334
fried_items,8.54,9.4,86.8,0.0
rice_curry,0.21,19.1,36.1,0.892
dry_snacks,1.96,23.3,82.8,0.728
dairy_based,8.0,28.4,78.0,0.0
fried_items,3.4,20.9,55.2,0.267
fried_items,1.5,19.0,39.2,0.683
rice_curry,1.87,28.4,39.4,0.0
fried_items,5.31,21.2,85.3,0.0
rice_curry,8.46,27.3,44.0,0.019
baked_goods,0.71,17.3,82.4,0.901
baked_goods,0.3,15.9,60.2,0.963
fried_items,4.65,28.5,57.7,0.027
dry_snacks,9.56,25.5,67.2,0.0
raw_salads,2.79,29.5,42.9,0.002
dry_snacks,9.59,20.8,55.7,0.0
raw_salads,8.88,19.2,86.3,0.002
dry_snacks,2.83,32.2,44.3,0.381
fried_items,8.17,14.9,85.3,0.0
dry_snacks,6.86,31.5,89.7,0.0
dry_snacks,5.12,31.9,33.1,0.033
baked_goods,4.23,29.2,61.9,0.0
baked_goods,8.16,19.9,40.3,0.002
dry_snacks,7.93,19.1,67.3,0.27
raw_salads,7.57,22.7,89.4,0.0
rice_curry,9.98,16.2,83.8,0.025
rice_curry,4.79,18.2,85.5,0.0
rice_curry,8.07,27.9,42.8,0.032
dairy_based,8.62,27.9,62.5,0.0
rice_curry,2.12,17.7,44.1,0.306
dairy_based,0.42,28.1,84.0,0.657
rice_curry,4.05,26.7,41.5,0.0
dry_snacks,8.57,33.1,39.2,0.001
dairy_based,2.89,27.4,30.7,0.0
baked_goods,7.0,30.4,40.9,0.027
baked_goods,0.07,26.9,41.4,0.968
dairy_based,3.55,29.9,34.6,0.031
rice_curry,6.16,16.3,82.1,0.0
baked_goods,1.3,23.3,76.8,0.784
baked_goods,8.97,23.8,45.3,0.0
baked_goods,1.56,22.5,77.0,0.76
raw_salads,9.1,26.7,55.3,0.0
baked_goods,2.16,27.8,76.5,0.486
raw_salads,9.94,26.4,49.4,0.0
dairy_based,6.05,22.9,63.9,0.0
dairy_based,0.84,19.6,52.9,0.603
rice_curry,0.65,30.6,41.3,0.521
rice_curry,0.75,26.1,65.1,0.585
baked_goods,5.9,17.9,75.0,0.258
baked_goods,8.1,22.8,75.2,0.033
baked_goods,4.03,13.5,51.4,0.496
rice_curry,4.45,24.2,61.1,0.0
dairy_based,5.89,22.8,75.8,0.0
rice_curry,5.33,20.6,33.3,0.0
raw_salads,6.88,33.5,34.3,0.0
rice_curry,4.72,17.1,52.6,0.0
dry_snacks,7.14,28.2,43.4,0.0
fried_items,9.97,37.1,52.5,0.0
raw_salads,3.5,30.5,35.6,0.026
raw_salads,0.12,23.8,65.5,0.935
dry_snacks,1.26,17.2,70.3,0.868
rice_curry,5.54,15.8,77.5,0.0
dry_snacks,3.44,21.5,69.0,0.596
rice_curry,9.4,19.9,53.8,0.015
fried_items,6.27,19.7,86.1,0.0
rice_curry,5.2,22.0,73.6,0.0
dry_snacks,7.98,23.4,61.7,0.0
fried_items,2.59,26.9,42.4,0.128
dry_snacks,8.2,16.6,68.9,0.206
rice_curry,0.03,19.9,65.5,1.0
dry_snacks,6.2,23.0,71.0,0.221
dry_snacks,9.35,22.8,76.9,0.0
dairy_based,7.88,35.0,84.9,0.0
raw_salads,8.54,25.4,86.9,0.0
baked_goods,3.97,14.3,67.8,0.442
dry_snacks,8.24,26.5,88.0,0.0
dry_snacks,5.51,27.3,84.7,0.019
dairy_based,6.19,23.2,30.2,0.0
fried_items,0.59,16.7,68.3,0.916
baked_goods,2.02,34.5,40.7,0.421
baked_goods,5.51,17.6,47.7,0.291
dairy_based,0.59,28.0,47.9,0.496
rice_curry,7.41,25.2,59.0,0.0
dry_snacks,8.4,27.6,30.7,0.02
dry_snacks,9.2,34.2,44.1,0.024
dry_snacks,1.02,27.4,31.7,0.86
raw_salads,9.4,20.6,69.0,0.0
rice_curry,0.68,30.6,83.4,0.542
baked_goods,4.74,20.2,89.9,0.309
fried_items,8.4,25.0,56.9,0.039
fried_items,0.7,16.2,45.6,0.859
dairy_based,0.18,17.8,81.2,0.888
baked_goods,0.25,24.3,36.8,0.894
dry_snacks,5.11,26.2,88.5,0.131
dry_snacks,8.12,13.8,72.9,0.216
dairy_based,1.27,27.0,60.2,0.0
dairy_based,1.25,19.1,35.8,0.398
fried_items,5.69,31.7,31.1,0.001
baked_goods,2.34,21.9,62.7,0.681
fried_items,7.3,17.3,54.8,0.006
rice_curry,9.5,24.5,80.6,0.0
rice_curry,7.66,18.5,68.5,0.0
baked_goods,8.77,31.6,55.9,0.048
rice_curry,5.2,24.0,43.6,0.015
fried_items,8.32,23.1,58.8,0.0
fried_items,1.83,27.6,39.8,0.426
baked_goods,0.68,18.0,70.0,0.939
baked_goods,6.56,16.3,66.3,0.198
dairy_based,0.52,26.5,78.6,0.564
rice_curry,8.92,17.4,57.0,0.022
dairy_based,6.92,17.4,46.7,0.023
dairy_based,9.52,29.0,80.2,0.0
rice_curry,3.14,27.2,71.5,0.0
fried_items,4.86,16.5,72.4,0.01
rice_curry,7.42,20.3,61.7,0.0
fried_items,2.43,18.6,82.6,0.486
baked_goods,5.42,34.7,43.7,0.0
raw_salads,6.59,29.4,54.1,0.0
dry_snacks,9.79,21.5,77.8,0.02
baked_goods,7.45,27.5,38.0,0.014
dry_snacks,1.18,15.9,78.5,0.791
dairy_based,4.75,20.0,51.2,0.0
rice_curry,5.89,24.6,37.5,0.026
dry_snacks,1.47,26.7,34.7,0.747
rice_curry,4.32,23.4,80.6,0.017
dry_snacks,2.84,25.5,76.7,0.575
baked_goods,1.19,24.5,47.3,0.744
dry_snacks,5.12,23.0,37.0,0.329
dairy_based,1.66,22.2,44.8,0.0
baked_goods,5.91,21.4,42.8,0.114
raw_salads,1.7,25.4,74.0,0.0
raw_salads,7.24,26.5,42.9,0.0
dry_snacks,1.95,25.2,43.0,0.684
raw_salads,8.96,16.9,31.9,0.008
fried_items,0.26,18.0,65.8,0.973
rice_curry,5.22,26.4,71.3,0.004
dairy_based,3.2,32.8,69.2,0.013
raw_salads,2.25,24.9,64.1,0.0
dairy_based,4.72,21.5,88.0,0.0
rice_curry,8.42,25.3,58.4,0.0
raw_salads,9.15,17.2,81.6,0.0
raw_salads,3.03,31.9,68.8,0.048
raw_salads,1.54,25.1,35.0,0.0
raw_salads,7.2,20.0,78.6,0.0
raw_salads,5.82,23.0,65.1,0.006
dairy_based,2.01,20.8,69.2,0.0
rice_curry,7.6,31.9,40.8,0.0
fried_items,5.19,22.8,56.2,0.0
rice_curry,6.53,24.9,82.8,0.0
dairy_based,3.59,27.4,42.9,0.027
fried_items,4.39,19.6,30.0,0.158
raw_salads,1.8,25.2,45.5,0.049
rice_curry,7.57,25.6,59.3,0.0
rice_curry,1.57,14.7,79.3,0.416
baked_goods,7.78,25.5,68.6,0.0
dry_snacks,7.98,23.7,85.1,0.014
fried_items,7.47,24.8,57.3,0.013
baked_goods,0.19,24.2,53.4,0.968
fried_items,2.73,25.6,43.9,0.157
dairy_based,4.68,32.0,43.1,0.0
baked_goods,5.96,16.9,74.2,0.208
dairy_based,9.19,21.9,34.8,0.015
baked_goods,3.76,28.0,44.6,0.149
dairy_based,8.75,26.9,83.2,0.0
dry_snacks,1.63,26.8,64.6,0.739
fried_items,3.71,40.0,32.8,0.0
dry_snacks,0.52,27.7,72.3,0.902
raw_salads,7.42,30.8,60.4,0.0
fried_items,1.51,22.2,81.3,0.639
dairy_based,2.57,18.0,70.9,0.0
dairy_based,7.75,22.1,30.3,0.0
fried_items,5.35,28.3,42.3,0.01
rice_curry,0.14,26.4,45.5,0.934
rice_curry,0.02,26.4,72.1,0.991
dairy_based,5.11,22.7,60.6,0.031
rice_curry,3.05,21.8,74.8,0.0
baked_goods,1.8,22.9,60.8,0.728
dry_snacks,6.14,28.3,49.6,0.0
baked_goods,2.28,29.0,36.2,0.453
dairy_based,5.92,18.0,42.2,0.0
fried_items,3.79,28.6,54.0,0.043
dry_snacks,1.87,20.1,63.1,0.804
dairy_based,1.38,26.8,86.3,0.0
baked_goods,2.37,22.8,44.4,0.567
rice_curry,0.3,33.4,70.0,0.747
dry_snacks,3.08,21.5,39.2,0.621
fried_items,9.02,25.1,72.8,0.061
dry_snacks,8.31,27.6,30.7,0.0
rice_curry,3.72,18.8,69.4,0.0
dairy_based,5.76,23.6,39.8,0.004
fried_items,5.67,22.4,40.8,0.0
fried_items,8.29,20.9,63.5,0.0
baked_goods,2.36,21.4,52.5,0.677
raw_salads,2.96,30.7,58.3,0.003
dry_snacks,3.02,20.4,48.5,0.617
dairy_based,0.41,27.4,87.2,0.6
dry_snacks,3.15,25.9,47.4,0.531
dry_snacks,8.78,15.6,62.5,0.137
rice_curry,9.12,27.1,81.3,0.015
fried_items,1.1,15.5,69.9,0.741
raw_salads,4.58,27.8,49.4,0.038
baked_goods,3.81,21.0,63.1,0.473
fried_items,4.89,24.1,35.0,0.048
baked_goods,5.55,16.2,62.7,0.304
rice_curry,0.2,24.7,55.9,0.839
raw_salads,8.42,29.6,75.5,0.01
raw_salads,9.74,19.2,80.9,0.0
dry_snacks,6.53,20.4,42.0,0.312
dairy_based,6.6,26.7,34.9,0.0
baked_goods,5.28,26.9,53.4,0.049
dairy_based,3.34,9.4,62.0,0.0
raw_salads,1.49,36.1,52.6,0.047
raw_salads,5.84,27.2,67.7,0.0
dairy_based,0.45,28.2,60.3,0.563
dry_snacks,8.25,23.1,86.2,0.013
dairy_based,4.21,12.9,54.6,0.0
rice_curry,4.15,28.0,34.9,0.0
dairy_based,3.27,20.6,48.1,0.0
fried_items,9.69,27.3,66.4,0.0
dairy_based,1.75,22.7,45.4,0.013
rice_curry,1.51,25.4,46.1,0.183
rice_curry,1.66,19.4,50.4,0.432
baked_goods,6.59,29.2,74.8,0.0
dry_snacks,9.92,16.9,86.4,0.0
rice_curry,2.35,37.5,51.0,0.044
raw_salads,9.06,37.4,41.7,0.0
dry_snacks,2.79,33.8,55.2,0.316
dairy_based,6.48,31.7,51.1,0.082
rice_curry,0.4,23.5,89.4,0.775
dry_snacks,4.96,31.0,57.8,0.0
dairy_based,6.55,23.4,70.8,0.0
fried_items,5.36,14.7,84.8,0.0
rice_curry,2.38,33.0,67.7,0.0
dry_snacks,8.28,30.8,45.0,0.028
dry_snacks,9.7,23.8,66.4,0.006
fried_items,4.59,16.6,54.1,0.114
raw_salads,6.36,20.5,55.3,0.031
rice_curry,7.9,13.1,88.8,0.0
rice_curry,2.41,29.7,46.7,0.011
dairy_based,8.64,14.4,58.1,0.033
dairy_based,2.8,25.7,39.6,0.0
rice_curry,7.76,18.9,40.7,0.075
dry_snacks,1.12,15.4,66.2,0.866
fried_items,2.88,25.4,75.1,0.084
dairy_based,5.34,22.0,68.2,0.0
dairy_based,5.25,29.0,49.8,0.0
rice_curry,8.5,16.4,33.6,0.029
raw_salads,9.96,19.5,58.2,0.068
fried_items,1.07,9.7,60.3,0.768
dairy_based,2.71,10.9,76.2,0.0
rice_curry,3.58,34.8,68.4,0.0
baked_goods,4.79,36.5,82.3,0.008
raw_salads,4.94,24.6,77.0,0.05
dry_snacks,8.56,19.1,52.0,0.189
raw_salads,7.71,22.2,67.9,0.0
baked_goods,0.19,29.2,74.8,0.956
dry_snacks,4.55,20.9,87.4,0.495
baked_goods,6.18,25.4,55.3,0.0
dry_snacks,4.6,23.9,68.9,0.317
dry_snacks,1.31,20.6,53.6,0.838
dry_snacks,3.97,20.8,74.3,0.589
dairy_based,4.12,25.8,84.7,0.013
fried_items,1.88,18.1,85.2,0.593
dairy_based,7.56,26.7,39.4,0.008
dry_snacks,3.21,21.2,42.2,0.677
rice_curry,5.89,24.8,75.3,0.0
raw_salads,5.16,32.3,67.9,0.0
raw_salads,8.77,23.0,84.3,0.036
baked_goods,1.22,29.5,48.8,0.711
dry_snacks,1.14,13.2,80.9,0.831
baked_goods,3.0,21.2,71.0,0.573
baked_goods,4.31,24.2,41.7,0.267
fried_items,2.99,35.5,37.6,0.0
dry_snacks,7.63,12.2,72.2,0.23
raw_salads,2.45,23.4,39.5,0.0
dairy_based,0.85,32.7,77.7,0.0
dry_snacks,4.14,19.3,63.4,0.585
rice_curry,7.73,22.7,58.6,0.0
dairy_based,8.51,26.0,46.5,0.0
dry_snacks,7.33,25.1,89.0,0.0
rice_curry,5.58,33.4,73.3,0.0
dairy_based,7.24,26.7,76.7,0.0
raw_salads,6.81,32.0,76.1,0.0
dry_snacks,2.34,21.8,65.0,0.743
fried_items,5.51,19.6,86.4,0.0
raw_salads,7.71,22.6,65.0,0.0
baked_goods,3.17,17.0,61.2,0.571
raw_salads,6.54,26.9,46.4,0.0
rice_curry,4.81,21.7,46.9,0.022
baked_goods,5.03,20.0,74.2,0.372
