distance_km,eta_minutes,spare_capacity_ratio,ngo_acceptance_track_record,accepted
0.89,3.6,0.584,0.8,1
1.94,5.3,0.94,0.973,1
5.86,11.8,0.584,0.819,1
4.29,10.5,0.52,0.643,1
2.08,3.0,0.274,0.927,1
2.78,6.7,0.282,0.965,1
5.01,11.0,0.737,0.867,1
1.86,5.4,0.335,0.728,1
0.37,3.0,0.729,0.887,1
0.75,3.0,0.953,0.506,1
2.39,7.1,0.439,0.931,1
0.16,3.0,0.097,0.99,1
3.22,6.5,0.667,0.792,1
0.26,3.0,0.01,0.516,1
1.25,3.5,0.787,0.485,1
3.1,10.9,0.526,0.966,1
0.58,3.0,0.49,0.914,1
2.19,3.6,0.569,0.842,1
16.76,47.5,0.516,0.96,0
0.21,3.0,0.324,0.697,1
2.95,3.6,0.282,0.924,1
3.24,6.9,0.415,0.496,1
3.3,3.0,0.895,0.508,1
8.97,22.9,0.135,0.702,0
3.79,11.1,0.325,0.596,0
9.96,23.1,0.192,0.655,0
2.1,4.3,0.427,0.871,1
2.19,7.3,0.133,0.432,1
10.98,24.0,0.761,0.825,1
2.84,4.4,0.103,0.452,1
1.01,3.0,0.665,0.9,1
4.44,9.6,0.268,0.519,0
3.07,7.1,0.472,0.834,1
3.93,7.3,0.2,0.749,1
2.83,7.5,0.73,0.628,1
5.67,13.9,0.948,0.558,1
1.48,4.8,0.222,0.434,1
0.59,3.0,0.953,0.608,1
0.76,3.0,0.325,0.518,1
3.86,6.8,0.558,0.48,1
3.02,8.5,0.702,0.836,1
9.34,22.7,0.199,0.525,1
2.31,5.4,0.445,0.532,1
0.98,4.5,0.068,0.601,1
13.0,31.1,0.697,0.673,0
7.88,22.4,0.417,0.703,0
5.25,16.0,0.892,0.792,1
7.04,19.1,0.274,0.747,0
1.62,3.0,0.924,0.684,1
0.92,3.0,0.141,0.632,1
1.25,5.3,0.607,0.557,1
6.82,17.3,0.308,0.819,0
4.63,10.1,0.182,0.587,0
0.19,3.0,0.094,0.901,1
3.57,7.2,0.656,0.746,1
1.06,3.0,0.233,0.774,1
10.23,26.6,0.573,0.7,1
4.8,9.8,0.979,0.948,1
3.45,8.4,0.316,0.649,1
2.42,8.2,0.035,0.652,1
0.65,3.0,0.143,0.927,1
3.81,12.0,0.119,0.757,1
2.38,8.2,0.463,0.665,1
5.61,14.0,0.745,0.555,0
1.28,3.0,0.296,0.545,0
3.43,6.4,0.146,0.873,1
0.34,3.0,0.641,0.565,1
0.73,3.0,0.301,0.403,1
0.7,3.0,0.575,0.411,1
1.36,4.1,0.934,0.977,1
6.3,18.7,0.291,0.73,1
1.96,3.8,0.512,0.689,1
2.34,4.6,0.807,0.942,1
0.26,3.0,0.692,0.607,1
1.88,5.4,0.751,0.869,1
2.06,4.8,0.773,0.826,1
1.29,5.3,0.54,0.681,1
3.32,6.7,0.536,0.857,1
2.13,5.6,0.719,0.97,0
0.56,3.0,0.698,0.518,1
2.83,6.3,0.67,0.41,1
2.17,7.1,0.382,0.885,1
1.29,3.5,0.829,0.638,1
0.1,3.0,0.236,0.721,1
1.65,4.5,0.156,0.531,1
7.49,19.5,0.345,0.897,1
5.59,12.7,0.254,0.826,1
2.66,5.4,0.663,0.962,1
0.65,4.1,0.231,0.68,1
4.55,12.7,0.656,0.976,1
5.22,11.0,0.513,0.701,1
0.15,3.0,0.152,0.767,1
7.94,15.1,0.258,0.798,1
8.4,19.9,0.522,0.689,0
0.77,3.8,0.733,0.732,1
1.35,3.1,0.398,0.532,1
0.22,3.0,0.233,0.614,1
4.96,6.4,0.295,0.814,1
2.25,4.8,0.095,0.423,1
3.8,10.2,0.025,0.813,1
3.27,9.1,0.973,0.579,1
4.16,12.3,0.096,0.56,1
1.89,4.3,0.125,0.809,1
0.89,3.0,0.871,0.527,1
1.78,3.0,0.664,0.967,1
0.53,3.0,0.436,0.985,1
12.69,29.2,0.649,0.67,0
1.67,3.0,0.935,0.637,1
0.99,3.0,0.099,0.447,1
1.35,6.4,0.244,0.859,0
1.43,3.0,0.86,0.496,1
2.12,5.7,0.781,0.95,1
2.13,4.3,0.994,0.984,1
1.07,3.0,0.314,0.472,1
2.17,7.3,0.945,0.803,1
12.26,26.3,0.344,0.675,0
0.39,3.0,0.715,0.719,1
0.64,3.0,0.883,0.506,1
10.78,27.4,0.171,0.827,0
5.18,11.5,0.206,0.498,1
10.2,21.8,0.581,0.922,0
3.74,7.7,0.844,0.668,1
6.26,14.2,0.079,0.775,1
0.27,3.0,0.851,0.944,1
5.98,16.9,0.343,0.835,0
2.49,3.8,0.406,0.719,1
6.51,16.9,0.34,0.638,1
2.84,7.4,0.911,0.673,1
0.1,3.0,0.131,0.602,1
1.15,3.0,0.574,0.958,1
0.7,3.3,0.148,0.549,1
4.15,10.0,0.929,0.642,0
3.32,9.2,0.798,0.859,1
1.1,3.0,0.234,0.615,0
1.62,3.0,0.298,0.923,1
0.75,3.0,0.382,0.543,1
0.68,3.0,0.405,0.418,0
0.33,3.0,0.817,0.771,1
2.24,4.6,0.565,0.7,1
0.95,5.4,0.428,0.951,1
1.84,3.7,0.719,0.65,1
2.57,7.3,0.458,0.48,1
2.68,7.9,0.128,0.595,1
0.72,5.2,0.107,0.632,1
1.08,3.0,0.326,0.744,1
0.1,3.0,0.603,0.562,1
1.61,3.0,0.135,0.725,1
4.17,13.5,0.55,0.936,1
0.11,3.0,0.27,0.65,1
5.46,14.6,0.695,0.784,1
6.82,23.3,0.028,0.535,0
2.51,6.9,0.469,0.873,1
5.47,11.1,0.052,0.559,1
1.86,4.2,0.331,0.742,1
0.99,3.0,0.016,0.577,1
0.19,3.0,0.469,0.44,1
0.15,3.0,0.767,0.589,1
5.5,12.6,0.1,0.525,1
8.3,18.0,0.735,0.927,1
2.37,9.1,0.584,0.557,1
6.69,17.3,0.505,0.975,1
3.08,7.2,0.599,0.69,1
5.04,14.1,0.336,0.53,1
2.83,8.0,0.71,0.631,1
2.71,7.3,0.78,0.508,1
1.28,4.6,0.778,0.892,1
2.82,7.3,0.269,0.471,1
0.9,3.6,0.654,0.915,1
0.17,3.0,0.148,0.427,1
2.3,6.1,0.495,0.577,1
0.3,3.0,0.003,0.483,1
1.71,7.3,0.194,0.804,1
0.1,3.0,0.632,0.702,1
2.86,7.9,0.874,0.954,1
1.14,3.7,0.049,0.616,1
0.4,3.0,0.559,0.424,1
1.6,3.0,0.637,0.849,1
1.51,3.1,0.932,0.742,1
4.42,10.1,0.655,0.888,1
7.57,16.0,0.103,0.651,1
4.23,9.3,0.147,0.836,1
0.38,3.0,0.636,0.501,1
0.8,4.5,0.216,0.99,1
19.02,48.7,0.928,0.502,0
1.57,3.0,0.921,0.89,1
1.53,5.1,0.949,0.525,1
5.05,11.5,0.293,0.862,1
4.87,13.1,0.717,0.908,1
0.42,3.0,0.663,0.917,1
2.71,6.4,0.036,0.681,1
0.37,3.0,0.266,0.653,1
5.45,13.6,0.207,0.892,0
0.24,3.3,0.371,0.742,1
2.3,5.7,0.953,0.767,1
6.24,17.8,0.846,0.539,0
1.75,6.3,0.293,0.663,1
3.73,10.7,0.53,0.618,1
2.66,3.1,0.192,0.793,1
6.0,17.2,0.277,0.516,1
9.18,22.0,0.065,0.639,0
3.79,10.9,0.643,0.901,1
7.77,17.5,0.657,0.722,0
1.3,3.0,0.839,0.929,1
2.37,9.9,0.872,0.537,1
1.79,3.0,0.16,0.66,1
8.02,22.3,0.743,0.695,1
5.1,13.0,0.135,0.636,0
1.12,3.0,0.374,0.804,1
1.41,3.4,0.516,0.488,1
9.46,21.1,0.049,0.706,0
0.83,3.0,0.157,0.482,1
1.53,3.0,0.271,0.771,1
1.37,3.0,0.128,0.89,1
0.1,3.0,0.934,0.412,1
2.68,7.2,0.288,0.67,1
1.62,3.0,0.501,0.691,1
0.4,3.0,0.997,0.825,1
0.1,3.0,0.567,0.444,1
1.65,3.1,0.411,0.64,1
5.15,14.4,0.93,0.863,1
4.63,11.2,0.222,0.714,1
0.82,3.0,0.18,0.842,1
1.08,6.4,0.535,0.615,1
1.99,4.9,0.427,0.943,1
0.29,3.0,0.797,0.446,1
3.06,6.8,0.042,0.454,1
0.89,4.6,0.618,0.712,1
6.39,14.9,0.711,0.678,1
3.13,4.7,0.972,0.777,1
1.12,3.0,0.146,0.535,1
4.97,15.1,0.246,0.533,1
6.86,18.8,0.932,0.842,1
2.35,5.4,0.631,0.572,1
0.96,5.2,0.038,0.829,1
9.96,26.4,0.077,0.778,0
6.07,14.6,0.785,0.449,1
7.32,18.0,0.567,0.82,1
3.35,9.0,0.565,0.919,1
3.13,6.2,0.88,0.882,1
3.57,8.9,0.241,0.405,1
0.54,3.0,0.16,0.718,1
2.81,3.7,0.614,0.939,1
0.57,3.0,0.882,0.753,1
0.89,3.0,0.265,0.571,1
1.19,5.0,0.681,0.515,1
4.34,7.2,0.152,0.804,1
2.16,4.6,0.172,0.855,1
2.16,4.4,0.902,0.938,1
3.23,10.0,0.118,0.934,1
2.14,5.3,0.024,0.6,0
3.78,13.0,0.775,0.756,1
0.23,3.0,0.363,0.46,1
1.53,3.0,0.397,0.456,1
2.24,6.1,0.8,0.442,1
0.35,3.0,0.18,0.947,1
1.84,6.3,0.65,0.49,1
1.88,3.0,0.314,0.685,1
3.69,7.6,0.104,0.656,1
1.18,3.9,0.687,0.592,1
3.29,10.7,0.319,0.717,1
4.1,5.9,0.867,0.402,0
3.54,11.6,0.919,0.624,1
0.96,3.0,0.849,0.683,1
3.92,6.0,0.322,0.874,1
3.6,3.0,0.237,0.814,1
1.17,3.0,0.893,0.901,1
0.8,3.0,0.453,0.622,1
1.12,3.0,0.708,0.483,1
0.52,3.0,0.827,0.637,1
2.46,5.1,0.278,0.968,1
2.23,3.3,0.119,0.526,1
1.78,3.6,0.625,0.503,1
1.05,3.0,0.59,0.957,1
0.33,3.0,0.27,0.96,1
6.87,15.6,0.585,0.488,0
2.56,8.2,0.79,0.854,1
4.55,10.1,0.35,0.654,1
5.37,11.7,0.242,0.69,0
4.58,10.4,0.725,0.694,1
1.67,6.3,0.786,0.971,1
3.0,7.2,0.954,0.509,1
0.14,3.0,0.148,0.856,0
5.11,14.6,0.889,0.403,1
7.14,22.1,0.765,0.771,1
8.21,21.0,0.702,0.785,1
0.83,4.6,0.313,0.845,1
0.75,3.9,0.022,0.946,1
2.05,3.9,0.508,0.845,1
3.07,7.7,0.286,0.832,1
2.76,4.3,0.29,0.55,0
6.0,14.6,0.927,0.986,1
2.27,4.4,0.153,0.676,1
2.18,4.6,0.934,0.646,0
2.33,4.3,0.504,0.696,1
1.7,3.7,0.838,0.632,1
1.65,5.2,0.284,0.75,1
1.16,3.0,0.634,0.606,1
0.46,3.0,0.557,0.542,1
0.92,3.0,0.924,0.948,1
0.45,3.0,0.179,0.947,1
2.01,5.5,0.205,0.693,1
10.97,28.4,0.949,0.968,1
2.64,7.1,0.098,0.645,0
2.36,4.3,0.635,0.629,1
2.46,6.6,0.061,0.941,1
0.75,3.0,0.077,0.773,1
2.0,3.0,0.597,0.85,1
0.69,3.2,0.551,0.644,1
3.28,9.8,0.573,0.64,1
5.55,15.8,0.474,0.449,1
0.74,3.0,0.742,0.97,1
8.19,22.8,0.992,0.534,1
6.66,15.7,0.276,0.692,1
0.1,3.0,0.323,0.468,1
1.35,3.0,0.323,0.782,1
0.64,3.0,0.763,0.631,1
0.51,3.0,0.348,0.853,1
5.29,12.6,0.677,0.712,1
3.77,9.6,0.446,0.476,1
1.99,4.1,0.608,0.406,1
4.89,15.7,0.829,0.525,1
4.35,8.5,0.514,0.827,1
0.28,3.0,0.475,0.889,1
0.25,3.0,0.267,0.601,1
4.26,9.5,0.516,0.716,1
0.31,3.0,0.262,0.542,1
5.66,17.1,0.844,0.919,0
3.11,6.4,0.389,0.969,1
3.83,8.1,0.129,0.844,1
1.6,3.0,0.24,0.452,0
0.94,5.0,0.535,0.658,1
1.22,5.3,0.916,0.984,1
0.38,3.0,0.301,0.535,1
1.28,3.0,0.264,0.796,1
3.52,6.2,0.407,0.954,1
6.2,15.8,0.968,0.856,1
0.19,3.0,0.845,0.759,1
5.93,10.7,0.15,0.699,0
9.15,22.2,0.614,0.948,1
7.89,23.0,0.792,0.633,1
2.37,5.5,0.768,0.932,1
5.91,17.7,0.489,0.654,1
4.3,12.1,0.732,0.846,1
2.28,3.5,0.584,0.94,1
2.5,5.7,0.201,0.725,1
0.53,3.0,0.056,0.583,1
5.19,11.1,0.369,0.43,0
0.24,3.0,0.062,0.877,1
3.45,11.6,0.395,0.767,1
11.62,27.1,0.829,0.555,0
4.28,12.9,0.844,0.918,1
2.42,5.2,0.034,0.943,1
1.43,3.5,0.07,0.923,0
5.66,15.3,0.67,0.755,1
0.28,3.0,0.5,0.976,1
2.03,6.2,0.149,0.916,1
4.47,7.1,0.806,0.462,1
1.23,3.9,0.216,0.979,0
1.48,3.0,0.078,0.724,0
0.28,3.0,0.75,0.943,1
0.49,3.0,0.608,0.849,1
0.1,3.0,0.394,0.782,1
1.28,3.0,0.693,0.593,1
2.21,3.2,0.911,0.416,1
1.19,3.0,0.034,0.563,1
1.05,3.0,0.628,0.805,1
3.47,4.6,0.218,0.909,1
8.3,20.7,0.474,0.401,0
2.26,6.3,0.424,0.523,1
2.36,5.3,0.39,0.797,1
1.0,3.5,0.19,0.567,1
1.4,4.0,0.803,0.484,1
1.24,3.0,0.38,0.448,1
9.19,19.1,0.887,0.776,1
3.73,9.6,0.355,0.751,1
4.61,9.6,0.84,0.907,1
0.64,3.0,0.544,0.586,1
5.19,13.9,0.386,0.481,1
1.75,7.2,0.704,0.872,1
0.45,3.0,0.787,0.983,1
3.08,8.8,0.483,0.613,1
0.48,3.0,0.425,0.911,1
1.81,5.0,0.577,0.85,1
0.4,3.0,0.585,0.938,1
2.36,8.4,0.425,0.65,1
0.68,3.0,0.758,0.46,1
0.72,3.0,0.4,0.47,1
0.49,3.3,0.453,0.85,1
0.13,3.0,0.605,0.909,1
0.4,3.0,0.987,0.67,1
4.47,16.3,0.261,0.435,0
1.42,3.0,0.232,0.439,1
5.37,13.3,0.177,0.753,1
8.01,20.7,0.689,0.942,1
8.68,22.2,0.449,0.636,1
0.22,3.0,0.389,0.784,1
2.35,5.5,0.204,0.72,1
0.32,3.0,0.891,0.925,1
6.37,13.7,0.443,0.891,1
4.55,15.7,0.608,0.518,1
1.35,3.0,0.113,0.8,1
1.47,4.9,0.108,0.9,1
2.44,5.4,0.067,0.949,1
3.52,8.1,0.367,0.748,1
5.58,13.0,0.473,0.504,1
0.35,3.0,0.245,0.729,1
2.47,5.9,0.35,0.793,1
1.44,3.0,0.006,0.561,1
0.96,4.7,0.351,0.974,1
3.69,6.8,0.119,0.535,1
1.54,3.0,0.128,0.938,1
4.24,8.8,0.005,0.651,0
5.26,16.0,0.696,0.4,1
1.42,3.0,0.931,0.721,1
0.1,3.0,0.622,0.771,1
10.58,28.4,0.096,0.913,1
3.67,8.9,0.99,0.719,1
6.81,14.3,0.976,0.456,1
0.28,3.0,0.468,0.947,1
0.42,3.0,0.108,0.734,1
0.18,3.0,0.721,0.56,1
0.74,3.0,0.961,0.93,1
0.1,3.0,0.779,0.471,1
6.29,16.5,0.624,0.458,0
1.13,3.8,0.611,0.716,1
4.79,10.1,0.978,0.769,1
5.36,11.4,0.073,0.701,1
5.32,14.7,0.15,0.948,0
1.99,3.7,0.831,0.555,1
10.56,20.9,0.145,0.984,1
6.65,17.9,0.383,0.411,0
9.58,21.9,0.281,0.47,1
2.66,7.6,0.243,0.51,1
6.13,18.1,0.026,0.447,0
1.84,4.6,0.566,0.659,1
3.97,11.9,0.401,0.911,1
3.61,9.3,0.552,0.884,1
0.22,3.7,0.305,0.839,1
0.68,3.0,0.941,0.404,1
4.65,11.6,0.591,0.911,1
0.1,3.0,0.961,0.634,1
4.39,10.6,0.35,0.832,1
2.65,8.9,0.002,0.829,1
14.11,34.4,0.781,0.505,0
0.1,4.4,0.827,0.704,1
2.17,9.7,0.059,0.946,1
9.53,24.4,0.625,0.555,1
0.1,3.0,0.661,0.822,1
3.19,10.4,0.146,0.965,1
1.3,3.0,0.553,0.613,1
0.87,3.0,0.243,0.629,0
4.07,12.7,0.016,0.667,0
1.88,5.2,0.867,0.877,1
2.55,5.9,0.492,0.659,1
0.1,3.0,0.782,0.687,1
2.35,3.0,0.723,0.531,1
0.24,3.0,0.994,0.983,1
1.97,3.4,0.438,0.926,1
0.27,3.0,0.428,0.754,1
3.3,10.2,0.282,0.967,1
0.57,3.0,0.625,0.805,1
0.1,3.0,0.486,0.966,1
5.12,9.8,0.729,0.495,1
0.73,3.0,0.357,0.533,1
0.1,3.0,0.131,0.922,1
3.59,11.5,0.862,0.648,1
2.24,9.8,0.828,0.619,1
2.83,3.7,0.351,0.845,1
6.16,14.6,0.69,0.772,1
0.61,3.0,0.492,0.603,1
0.85,3.0,0.761,0.635,1
4.12,10.3,0.39,0.641,0
1.36,3.0,0.536,0.475,1
0.88,4.3,0.058,0.535,1
5.03,10.4,0.175,0.717,1
1.3,3.0,0.782,0.861,1
1.25,3.0,0.382,0.647,1
8.78,21.2,0.035,0.626,0
0.1,3.0,0.168,0.784,1
9.01,22.4,0.412,0.493,0
1.21,3.0,0.718,0.625,1
9.81,23.0,0.363,0.523,0
0.42,3.0,0.745,0.784,1
2.57,6.3,0.858,0.466,1
4.03,12.2,0.341,0.664,1
4.18,10.0,0.8,0.752,0
0.29,3.0,0.127,0.892,1
0.27,3.0,0.415,0.827,1
2.9,7.2,0.098,0.956,1
0.29,3.0,0.053,0.801,1
4.83,11.3,0.065,0.606,0
5.64,15.1,0.105,0.537,1
0.46,3.0,0.836,0.433,1
4.4,12.5,0.544,0.564,1
0.15,3.0,0.947,0.481,1
9.42,25.2,0.538,0.618,0
2.21,5.7,0.629,0.815,0
3.95,12.9,0.184,0.808,1
3.91,7.5,0.541,0.588,1
3.21,5.1,0.385,0.7,1
2.68,5.5,0.931,0.528,1
0.1,3.0,0.934,0.697,1
6.03,12.3,0.198,0.701,1
2.77,8.2,0.62,0.578,1
0.86,3.0,0.638,0.553,1
1.27,3.0,0.563,0.978,1
1.35,3.0,0.124,0.717,1
0.2,3.0,0.654,0.732,1
0.63,4.9,0.799,0.405,1
0.1,3.0,0.345,0.507,1
2.68,4.1,0.515,0.61,1
1.61,5.6,0.116,0.97,1
9.59,23.5,0.931,0.503,1
0.81,6.1,0.11,0.579,1
2.57,5.4,0.208,0.984,0
0.21,3.0,0.298,0.684,1
1.08,4.9,0.826,0.588,1
2.84,6.1,0.701,0.774,1
9.09,21.2,0.007,0.693,0
9.81,26.0,0.184,0.965,0
0.15,3.0,0.75,0.449,1
2.92,4.5,0.404,0.866,1
0.76,3.0,0.026,0.565,1
6.27,10.6,0.964,0.876,1
4.02,11.2,0.151,0.9,1
0.71,3.0,0.51,0.901,0
1.48,3.4,0.248,0.911,0
0.1,3.0,0.737,0.824,1
1.56,3.0,0.777,0.484,1
2.37,5.0,0.397,0.431,1
1.94,3.5,0.658,0.601,1
3.9,10.0,0.909,0.692,1
0.44,3.0,0.815,0.579,1
5.28,17.7,0.415,0.838,1
1.42,3.5,0.441,0.826,1
1.48,5.9,0.887,0.973,1
1.06,3.0,0.034,0.636,0
4.53,8.0,0.023,0.864,1
1.54,3.2,0.206,0.837,1
1.11,3.0,0.828,0.983,1
3.02,7.6,0.153,0.856,1
3.05,6.1,0.285,0.567,1
1.19,3.0,0.629,0.409,0
5.77,17.9,0.184,0.971,0
1.44,3.0,0.303,0.822,1
3.89,6.5,0.467,0.879,1
1.05,4.4,0.228,0.868,1
4.56,10.0,0.992,0.834,1
4.44,13.3,0.163,0.843,1
3.79,8.0,0.85,0.948,0
4.8,10.9,0.47,0.939,1
2.57,7.1,0.129,0.624,1
0.61,3.0,0.118,0.418,1
2.14,6.9,0.5,0.423,1
0.71,3.0,0.354,0.664,1
2.88,8.3,0.235,0.893,1
0.36,3.0,0.959,0.9,1
2.53,6.7,0.463,0.639,1
0.47,3.0,0.929,0.578,1
2.66,3.8,0.164,0.699,1
12.29,31.9,0.183,0.891,0
3.44,8.7,0.596,0.776,1
1.1,3.0,0.27,0.482,1
0.82,4.6,0.185,0.614,1
1.62,3.0,0.095,0.728,1
2.15,8.7,0.076,0.718,1
2.79,6.9,0.753,0.89,1
0.87,3.0,0.282,0.95,0
3.01,6.7,0.978,0.459,1
0.55,3.0,0.183,0.532,1
7.8,19.2,0.354,0.631,1
3.93,10.5,0.375,0.575,1
1.94,6.2,0.5,0.641,1
3.44,8.2,0.871,0.424,1
0.51,3.0,0.835,0.439,1
5.87,11.6,0.01,0.895,1
6.94,21.5,0.409,0.461,0
0.65,3.0,0.828,0.886,1
0.12,3.1,0.0,0.581,1
1.31,3.0,0.534,0.582,1
3.32,7.9,0.259,0.459,1
10.75,28.1,0.413,0.408,0
1.22,3.0,0.42,0.61,1
1.2,6.2,0.392,0.893,1
0.38,3.0,0.892,0.943,1
6.06,16.1,0.536,0.436,1
9.35,22.8,0.904,0.418,0
0.22,3.0,0.727,0.494,1
0.28,3.9,0.351,0.852,1
0.91,3.0,0.494,0.521,1
6.68,20.2,0.39,0.536,1
14.43,34.8,0.829,0.924,1
1.31,4.8,0.188,0.916,1
4.19,11.5,0.936,0.795,1
2.68,4.6,0.58,0.497,0
0.73,3.0,0.612,0.625,1
2.38,6.0,0.517,0.539,1
8.73,20.1,0.554,0.796,0
4.29,11.5,0.668,0.86,1
4.51,11.6,0.655,0.484,1
4.11,10.1,0.214,0.93,1
0.45,3.0,0.582,0.673,1
2.13,5.2,0.355,0.869,0
3.49,8.0,0.637,0.43,1
2.26,5.9,0.548,0.613,1
0.1,3.0,0.18,0.409,1
0.28,6.0,0.735,0.824,1
7.04,14.8,0.457,0.447,1
4.25,9.5,0.551,0.6,1
4.06,9.1,0.673,0.861,1
6.48,20.3,0.653,0.842,1
3.64,6.5,0.749,0.778,1
11.36,29.3,0.207,0.809,0
7.06,18.1,0.11,0.784,1
0.95,3.0,0.669,0.778,1
1.24,5.6,0.236,0.606,1
2.23,8.0,0.115,0.417,0
0.93,3.0,0.131,0.661,1
5.87,15.1,0.313,0.427,1
0.58,3.0,0.992,0.677,1
2.67,6.9,0.157,0.674,0
4.1,8.7,0.299,0.505,0
2.68,6.3,0.921,0.863,1
0.88,3.0,0.963,0.815,1
2.06,6.0,0.229,0.73,1
0.46,3.0,0.88,0.946,1
2.19,5.8,0.139,0.569,1
2.43,3.6,0.762,0.555,1
2.09,3.5,0.013,0.508,1
2.37,8.2,0.407,0.721,1
0.85,3.3,0.247,0.521,1
10.13,27.6,0.704,0.913,0
3.88,12.8,0.016,0.58,1
2.91,5.7,0.465,0.69,1
3.25,11.1,0.697,0.712,1
1.43,3.0,0.047,0.582,1
7.75,20.9,0.897,0.836,1
0.46,3.0,0.361,0.808,1
0.13,3.0,0.165,0.849,1
3.34,9.6,0.225,0.757,1
2.61,8.4,0.339,0.672,1
1.19,4.8,0.198,0.665,1
11.89,30.2,0.511,0.823,1
3.74,9.6,0.633,0.622,1
2.17,6.5,0.433,0.658,1
4.7,12.4,0.427,0.497,1
0.53,3.0,0.782,0.801,1
1.25,3.5,0.301,0.445,1
0.67,3.4,0.623,0.984,1
0.71,3.0,0.893,0.485,1
4.53,11.1,0.222,0.626,1
1.9,3.0,0.62,0.54,1
2.46,6.7,0.948,0.571,1
1.11,6.1,0.53,0.59,1
0.4,3.0,0.977,0.824,1
0.91,3.0,0.31,0.504,1
0.94,3.9,0.564,0.556,1
2.83,3.0,0.311,0.46,1
3.91,8.7,0.004,0.596,1
12.53,32.1,0.997,0.955,0
6.7,10.9,0.24,0.624,1
13.7,32.3,0.973,0.859,0
4.64,13.8,0.653,0.672,1
0.1,3.0,0.904,0.665,1
0.35,3.0,0.967,0.886,1
2.72,8.6,0.568,0.416,1
2.08,5.6,1.0,0.91,1
0.75,3.0,0.767,0.686,1
0.78,3.0,0.524,0.607,1
4.05,10.4,0.655,0.935,1
1.33,3.0,0.194,0.601,1
4.15,12.9,0.011,0.977,1
3.73,12.4,0.257,0.952,1
1.54,6.6,0.435,0.558,1
2.34,5.0,0.228,0.601,1
1.13,3.0,0.514,0.879,1
2.85,9.7,0.658,0.515,1
7.87,20.8,0.656,0.832,1
4.5,11.9,0.894,0.476,1
3.0,6.2,0.966,0.521,1
4.16,11.2,0.891,0.695,1
1.64,3.0,0.62,0.84,1
1.62,5.3,0.206,0.836,1
0.45,3.9,0.943,0.759,1
1.46,6.9,0.175,0.561,1
2.37,7.3,0.151,0.645,0
1.29,3.0,0.318,0.545,1
0.2,3.0,0.574,0.563,1
0.14,4.6,0.681,0.591,1
1.07,3.0,0.013,0.753,1
0.71,3.0,0.778,0.522,1
1.86,7.5,0.175,0.425,1
2.74,8.1,0.296,0.809,1
2.67,11.6,0.322,0.413,1
0.63,3.0,0.332,0.973,1
4.49,9.3,0.76,0.607,1
7.15,20.3,0.041,0.404,0
2.85,4.7,0.197,0.922,1
2.39,5.6,0.022,0.754,1
0.64,3.0,0.778,0.882,1
0.1,3.0,0.984,0.657,1
4.04,11.3,0.66,0.609,1
7.73,20.2,0.59,0.787,1
9.03,21.8,0.908,0.64,1
0.16,3.0,0.255,0.728,1
3.34,16.4,0.066,0.564,1
1.89,6.1,0.51,0.596,1
0.1,3.0,0.26,0.448,1
1.52,3.0,0.451,0.861,1
0.85,3.0,0.456,0.606,1
2.23,5.2,0.319,0.975,1
3.36,7.3,0.486,0.553,1
2.21,5.5,0.38,0.68,1
2.83,10.6,0.113,0.58,1
2.72,9.3,0.867,0.809,1
0.1,3.0,0.701,0.877,1
10.17,23.0,0.041,0.687,0
4.68,14.4,0.116,0.616,1
0.1,3.0,0.097,0.839,1
0.75,3.0,0.062,0.513,1
0.8,3.4,0.059,0.754,1
0.35,3.0,0.157,0.833,0
0.24,3.0,0.848,0.559,1
2.08,3.5,0.828,0.787,1
0.35,3.0,0.783,0.834,0
4.22,12.0,0.615,0.469,1
2.09,4.2,0.723,0.591,1
0.76,3.0,0.738,0.64,1
3.92,11.2,0.889,0.858,1
3.39,7.5,0.732,0.735,1
8.58,22.5,0.736,0.665,0
0.52,3.0,0.804,0.588,1
0.44,3.0,0.556,0.402,1
0.48,3.0,0.213,0.412,1
1.33,3.8,0.085,0.542,1
5.52,15.7,0.419,0.469,1
9.55,22.8,0.092,0.471,0
2.72,5.2,0.169,0.756,1
5.01,15.2,0.024,0.757,1
12.5,28.2,0.3,0.426,0
0.1,3.0,0.97,0.75,1
7.22,20.7,0.379,0.486,1
1.13,4.6,0.241,0.623,1
0.1,3.0,0.403,0.984,1
1.49,3.0,0.301,0.708,1
8.58,21.0,0.674,0.42,1
1.56,3.0,0.634,0.605,1
2.13,3.4,0.027,0.796,1
0.82,3.3,0.511,0.533,1
0.1,3.0,0.036,0.969,1
7.17,15.8,0.677,0.651,1
2.57,7.8,0.936,0.412,1
0.21,3.0,0.907,0.719,1
2.99,10.5,0.206,0.799,1
0.82,3.2,0.743,0.669,1
0.17,3.0,0.793,0.948,1
1.4,4.5,0.864,0.932,1
5.3,15.2,0.26,0.482,1
6.27,13.1,0.451,0.447,1
3.72,9.1,0.222,0.584,1
3.13,7.7,0.024,0.759,0
0.77,3.0,0.659,0.755,1
0.47,3.0,0.431,0.56,1
5.03,13.8,0.248,0.961,1
1.36,4.2,0.847,0.581,1
7.88,19.4,0.496,0.874,1
2.41,4.5,0.995,0.891,1
3.83,11.8,0.793,0.458,1
3.12,8.5,0.869,0.537,1
1.95,3.0,0.773,0.527,1
0.1,3.0,0.106,0.943,1
0.43,3.0,0.065,0.607,1
0.7,3.0,0.915,0.894,1
0.22,3.0,0.138,0.682,1
0.41,3.0,0.391,0.67,1
